"SKU","Balance","InOrder"
"64609","93","3"

"64651","15","2"

"64660","2","0"

"64664","21","3"

"64666","7","0"

"64705","141","37"

"64708","4","0"

"64709","18","3"

"64753","48","0"

"6476","3","0"
"64801","92","64"

"64805","49","7"

"64851","22","0"

"64865","8","2"

"64884","15","0"

"6496","387","41"

"64986","106","49"

"6507","11","0"

"6508","3","0"

"651","4","0"

"65153","7","2"

"65154","8","3"

"65156","1","0"

"65170","10","5"

"65255","4","2"

"6527","5","0"

"65295","8","2"

"65306","11","12"

"65315","42","1"

"65316","2","0"

"65317","5","0"

"65364","1","1"

"65391","3","7"

"65392","25","13"

"67171","3","1"

"67172","2","0"

"67173","2","0"

"67174","2","1"

"67201","3","0"

"67202","3","0"

"67203","3","0"

"67204","1","0"

"6729","9","0"

"6731","16","5"

"6732","9","2"

"67496","12","0"

"67497","10","0"

"67498","35","1"

"67499","22","0"

"67500","11","0"

"67501","23","0"

"6751","13","1"

"67621","23","10"

"67622","11","3"

"67627","59","6"

"67628","92","5"

"67646","37","14"

"6770","15","0"

"67761","3","0"

"67764","19","0"

"6780","44","8"

"67805","142","34"

"67806","115","14"

"6786","49","2"

"6788","5","0"
"6790","13","2"

"67902","5","5"

"67912","29","0"

"67913","22","0"

"6792","3","0"

"67941","6","0"

"67942","41","4"

"6795","4","0"

"67972","18","1"

"67989","203","32"

"68008","26","3"

"68012","1","0"

"68013","2","0"

"68106","4","0"

"68107","7","3"

"68108","19","0"

"68109","20","1"

"68110","15","1"

"68113","94","6"

"68114","144","4"

"68125","4","2"

"68129","22","2"

"68131","14","1"

"6815","36","10"

"68155","4","0"

"68157","13","0"

"68158","10","2"

"68159","5","0"

"6816","9","1"

"68160","4","3"

"68161","23","6"

"68168","16","1"

"68169","8","1"

"6817","2","0"

"68170","21","0"

"6819","35","3"

"68201","11","3"

"68202","11","5"

"68208","6","0"

"68209","22","0"

"68211","9","3"

"68212","3","0"

"68214","2","0"

"68215","3","0"

"68216","5","2"

"68217","6","1"

"68314","58","13"

"68315","118","43"

"68329","37","4"

"68344","43","6"

"68346","57","20"

"68348","43","6"

"68349","53","8"

"6838","10","1"

"6839","5","0"
"68411","40","2"

"68412","55","16"

"6842","1","0"

"68452","2","5"

"68457","26","4"

"68460","5","0"

"6850","4","0"

"6851","21","5"

"68516","1","3"

"68517","16","0"

"68519","1","0"

"68520","4","0"

"68529","285","7"

"68537","34","25"

"68550","14","3"

"68626","9","13"

"68627","40","9"

"68628","4","5"

"68629","11","3"

"68635","20","4"

"68636","41","48"

"68637","33","22"

"68647","1","0"

"68652","9","0"

"68656","16","3"

"68657","25","0"

"68658","66","8"

"68659","41","0"

"68660","30","0"

"68661","18","0"

"68662","11","0"

"68663","12","0"

"68664","12","0"

"68666","26","0"

"68667","6","0"

"68668","5","0"

"68669","21","12"

"68670","16","0"

"68671","24","0"

"68672","13","3"

"68673","33","0"

"68674","19","2"

"68675","13","0"

"68676","8","0"

"68677","5","0"

"68678","4","0"

"68679","2","0"

"68681","8","0"

"68682","1","0"

"68683","6","0"

"68684","7","0"

"68685","6","0"

"68686","2","0"

"68687","5","0"

"68688","30","0"
"68689","9","0"

"68691","12","0"

"68692","30","0"

"68693","7","4"

"68694","18","0"

"68695","12","4"

"68696","9","0"

"68697","2","0"

"68698","14","0"

"68699","11","0"

"68700","6","0"

"68702","3","0"

"68703","4","4"

"68704","20","0"

"68705","13","0"

"68707","10","0"

"68708","1","0"

"68711","5","0"

"68712","13","0"

"68713","8","2"

"68714","5","0"

"68715","15","0"

"68716","4","0"

"68719","3","0"

"6872","523","169"

"68720","12","0"

"68721","2","0"

"68722","4","0"

"68724","2","0"

"68725","14","0"

"68726","2","0"

"68727","16","0"

"68728","27","3"

"68730","11","0"

"68731","10","3"

"68732","3","0"

"68733","9","0"

"68734","24","0"

"68742","1","0"

"68743","9","0"

"68745","7","0"

"68747","9","0"

"68748","8","0"

"6875","1","0"

"68750","1","0"

"68751","9","0"

"68752","1","0"

"68757","9","0"

"68759","1","0"

"68760","4","2"

"68762","1","0"

"68768","89","6"

"68773","230","22"

"68775","65","6"

"68777","47","10"
"68779","207","19"

"68864","6","0"

"68865","6","1"

"68866","10","1"

"6887","31","9"

"68872","20","0"

"68876","5","0"

"68882","4","0"

"6889","14","0"

"68907","14","0"

"3404","10","0"

"3411","12","0"

"34240","21","8"

"3435","15","0"

"34351","17","3"

"3436","4","0"

"3476","15","0"

"3477","16","0"

"3482","11","0"

"3483","16","0"

"3484","15","0"

"35113","5","0"

"3531","1","0"

"35347","11","2"

"35393","85","9"

"35407","8","1"

"3554","13","3"

"3558","24","6"

"35634","69","24"

"35635","972","24"

"36232","17","4"

"36264","4","4"

"36269","17","4"

"36272","63","8"

"36300","30","20"

"36301","41","5"

"36302","52","14"

"36303","24","11"

"36304","110","20"

"36305","138","60"

"36306","7","0"

"36307","14","4"

"36308","25","5"

"36309","13","9"

"3631","4","0"

"36350","8","1"

"36353","40","2"

"36354","25","18"

"36355","24","3"

"3640","3","0"

"36404","57","2"

"36405","48","10"

"36407","3","0"

"36409","61","15"

"3643","5","0"
"3644","4","0"

"3645","3","0"

"3646","5","0"

"36600","1","0"

"36602","9","5"

"3662","32","0"

"3665","14","0"

"3666","15","0"

"3670","1","0"

"36787","6","0"

"36788","5","0"

"36809","3","0"

"36817","23","7"

"36818","3","0"

"36819","52","9"

"3684","1","0"

"36951","23","0"

"36952","9","3"

"36953","3","0"

"36956","119","0"

"36957","9","3"

"36958","19","0"

"37000","78","21"

"3710","12","0"

"37141","66","11"

"37151","88","18"

"37190","5","5"

"3722","16","1"

"37240","8","1"

"37241","41","0"

"37243","27","1"

"37300","90","2"

"37350","5","0"

"37351","16","6"

"37352","24","5"

"37353","33","10"

"37354","52","18"

"37355","3","0"

"37434","6291","1200"

"37445","532","14"

"37446","25","1"

"37447","475","40"

"37448","332","25"

"37469","91","14"

"37500","3","0"

"37501","1","0"

"37502","1","0"

"37505","14","0"

"37506","7","0"

"37507","6","0"

"37510","8","0"

"37511","1","0"

"37600","86","1"

"37601","19","0"

"37602","5","1"
"3761","2","0"

"3762","3","0"

"3763","5","0"

"37650","1","0"

"37651","16","0"

"37652","16","1"

"37653","2","0"

"37654","4","0"

"3766","1","0"

"37669","8","0"

"37670","5","0"

"37672","1","0"

"37680","20","18"

"37684","26","14"

"37702","6","0"

"37716","31","0"

"37725","25","0"

"37726","1","0"

"37737","8","0"

"37745","76","0"

"37769","2","1"

"37793","60","21"

"37794","15","4"

"37796","11","0"

"37797","20","2"

"37801","1","0"

"37802","2","0"

"37807","7","5"

"37811","6","0"

"37812","21","0"

"37853","3","0"

"37854","2","0"

"37856","4","0"

"37857","7","0"

"37862","8","0"

"37863","2","0"

"37867","4","0"

"37869","18","2"

"37882","42","8"

"37892","2","0"

"37928","476","8"

"37931","24","3"

"37936","6","0"

"37937","19","0"

"37949","12","4"

"37958","49","12"

"37964","49","15"

"37988","2","0"

"37990","14","0"

"38011","16","0"

"38014","4","0"

"38017","7","0"

"38019","2","0"

"94749","2","0"

"94769","1","0"
"94770","5","0"

"94771","2","0"

"94772","2","0"

"94775","28","0"

"94776","36","0"

"94782","85","2"

"94784","149","24"

"94791","717","35"

"94797","82","2"

"94798","140","22"

"94799","117","16"

"94803","40","1"

"94811","5","0"

"94812","4","0"

"94814","8","0"

"94815","6","0"

"94816","6","0"

"94817","4","0"

"94819","75","5"

"94820","58","5"

"94822","130","0"

"94823","33","2"

"94829","21","3"

"94832","2","0"

"94833","225","4"

"94837","58","9"

"94845","1","1"

"94854","5","0"

"94861","4","1"

"94862","18","0"

"94867","10","1"

"94868","11","0"

"94871","127","32"

"94872","143","26"

"94873","14","2"

"94874","41","7"

"94875","21","10"

"94876","68","2"

"94892","4","3"

"94902","111","13"

"94903","43","47"

"94904","107","32"

"94905","45","12"

"94906","35","10"

"94907","18","0"

"94908","53","35"

"94910","53","17"

"94913","54","0"

"94916","8","3"

"94917","6","2"

"94939","18","0"

"94940","16","0"

"94948","3","1"

"94949","1","0"

"94950","3","0"
"9499","9","0"

"9500","29","2"

"95001","22","1"

"95005","18","2"

"95006","168","24"

"95007","43","12"

"95008","119","7"

"9501","16","0"

"95027","3","1"

"95030","9","0"

"95031","31","0"

"95032","7","5"

"9504","6","0"

"95051","25","0"

"95055","24","0"

"95056","26","0"

"95058","47","2"

"95135","20","2"

"95161","19","0"

"95167","6","2"

"95168","23","0"

"95169","4","1"

"95211","7","0"

"95212","16","0"

"95213","9","1"

"95259","2","0"

"95260","40","9"

"95261","202","65"

"95267","244","42"

"95271","20","0"

"95288","12","0"

"95312","2","0"

"95313","3","1"

"95315","74","9"

"95317","11","0"

"95320","11","0"

"95321","6","0"

"95322","14","0"

"95323","17","0"

"95324","7","0"

"95325","45","0"

"95326","39","0"

"95327","10","0"

"95328","7","0"

"95329","4","0"

"95330","1","0"

"95331","19","0"

"95333","18","0"

"95335","9","0"

"95336","10","0"

"95337","8","0"

"95338","48","6"

"95339","68","0"

"95340","13","0"

"95341","30","3"
"95342","3","0"

"95343","1","0"

"95345","21","0"

"95346","15","0"

"95348","6","2"

"95349","14","0"

"95350","10","0"

"95351","7","0"

"95357","47","7"

"95358","1","0"

"95360","1","0"

"95364","1","1"

"95367","20","0"

"95368","3","0"

"95369","4","0"

"95370","2","0"

"95379","40","0"

"95383","61","3"

"95385","6","0"

"95387","47","8"

"95389","27","1"

"95390","9","0"

"95400","44","0"

"95401","42","0"

"95402","16","0"

"95406","6","0"

"95413","21","1"

"9543","40","4"

"95445","41","3"

"95446","73","7"

"95447","51","2"

"95448","7","0"

"95449","8","0"

"95451","21","0"

"95452","16","0"

"95453","22","0"

"95454","12","1"

"95458","20","0"

"95459","8","1"

"9546","6","0"

"95460","17","0"

"95463","36","1"

"95464","12","0"

"95466","11","1"

"95467","15","4"

"9547","4","3"

"95477","37","10"

"95482","10","0"

"95504","5","0"

"95506","1","0"

"95507","1","0"

"9569","45","10"

"71750","28","1"

"71811","4","0"

"71812","36","1"
"71836","15","0"

"71837","12","0"

"71844","26","0"

"71845","383","0"

"71846","48","0"

"71847","40","2"

"71848","120","5"

"71849","58","5"

"71858","3","0"

"71863","18","0"

"71864","10","0"

"71875","24","3"

"71879","8","2"

"71882","2","0"

"71884","6","0"

"71885","39","9"

"71886","6","0"

"71887","58","31"

"7205","6","0"

"7207","2","0"

"7208","3","0"

"7210","1","0"

"7211","1","0"

"7218","19","2"

"7219","6","2"

"72202","5","0"

"72203","4","0"

"72226","32","4"

"72229","4","0"

"72230","10","6"

"72231","3","0"

"72232","4","1"

"72233","12","4"

"72235","10","0"

"72236","4","0"

"72237","8","0"

"72239","4","0"

"72241","15","0"

"72242","1","0"

"72244","1","0"

"72245","7","0"

"72247","9","0"

"72267","22","6"

"72279","32","18"

"7228","85","28"

"72281","12","0"

"72283","24","1"

"72300","13","0"

"72301","13","0"

"72302","13","0"

"72306","48","3"

"72319","68","2"

"72324","40","3"

"72325","106","85"

"72335","9","2"
"72339","90","1"

"72340","66","0"

"72344","662","30"

"72350","9","0"

"72351","5","0"

"72400","14","0"

"72403","12","8"

"72429","59","4"

"72431","75","96"

"72440","596","14"

"72448","40","2"

"72456","9","0"

"72465","1","0"

"72472","886","11"

"72473","2","0"

"72475","3","0"

"72476","2","0"

"72500","130","5"

"72529","2","8"

"72532","82","0"

"72557","18","0"

"72573","34","1"

"72574","2","0"

"72575","16","0"

"72576","36","3"

"72578","18","3"

"72587","17","0"

"72588","5","0"

"72589","9","4"

"72591","39","0"

"72592","1","0"

"72593","7","0"

"72607","3","0"

"72608","5","0"

"72609","1","0"

"72617","1","0"

"72618","5","0"

"72622","2","0"

"72625","7","0"

"72637","4","0"

"72638","1","0"

"72645","1","0"

"72648","1","0"

"72649","3","0"

"72706","1","0"

"72707","1","0"

"72723","6","2"

"72727","38","10"

"72732","20","0"

"72733","10","1"

"72734","3","0"

"72750","78","12"

"72759","19","4"

"7279","3","0"

"7281","13","2"
"7284","32","1"

"7287","32","4"

"7291","5","0"

"72923","10","1"

"72931","10","2"

"72934","9","5"

"72935","1","0"

"7294","3","0"

"72944","10","0"

"72945","70","15"

"72946","28","2"

"73000","8","0"

"73028","19","1"

"73029","3","0"

"73030","4","0"

"73041","7","3"

"7316","6","0"

"73219","25","1"

"73220","9","0"

"73233","6","0"

"7330","1","1"

"7331","2","0"

"73321","1","0"

"73322","1","0"

"7335","6","2"

"7336","3","0"

"7337","3","0"

"73374","32","2"

"73381","10","0"

"73386","1","0"

"7343","3","0"

"7344","3","0"

"73503","2","0"

"73554","8","0"

"73555","1","0"

"73556","2","0"

"73557","2","0"

"73571","7","0"

"73803","26","1"

"73810","37","6"

"73850","3","0"

"73862","13","0"

"73864","9","1"

"73880","114","16"

"73951","400","25"

"73958","20","17"

"73974","15","0"

"7399","2","0"

"73995","174","22"

"7400","5","0"

"74002","15","0"

"74009","471","14"

"7401","5","0"

"74017","21","2"

"7403","2","2"
"74036","45","13"

"7404","4","0"

"7405","3","0"

"74061","124","20"

"74070","11","1"

"74076","245","7"

"74080","52","10"

"74081","141","7"

"7409","5","2"

"74091","47","4"

"7410","3","0"

"48203","1","0"

"48204","6","2"

"48212","1","0"

"48300","2","0"

"48302","9","2"

"4836","1","0"

"4839","26","0"

"4849","6","6"

"48500","2","0"

"48501","4","0"

"4858","11","0"

"4859","1","0"

"4861","4","0"

"4862","7","0"

"4863","5","0"

"4864","9","0"

"48703","5","2"

"4873","5","0"

"4874","2","0"

"4875","2","0"

"4876","2","0"

"48766","6","2"

"48767","4","0"

"4878","16","0"

"4880","2","0"

"4882","14","0"

"4885","20","0"
